duration,fix_avgpos_x,fix_avgpos_y,fix_avgpupilsize,fix_samebox,fix_type,id,latency,onset,overlapping,picID,sac_amplitude,sac_endpos_x,sac_endpos_y,sac_startpos_x,sac_startpos_y,sac_vmax,stim_file,stim_set,trialnum
0.058285916375011126,0.07022241915747784,0.1994341551301586,0.07322337134995038,0.11648397683111256,0.18190777505724132,0.13785784580568627,0.13785784580568627,0.13785784580568627,0.13491508291147802,0.13785784580568627,0.13457185991669185,0.10995424332148929,0.09645797295011693,0.44279916386826024,0.07458331759298087,0.0437891917091493,0.13785784580568627,0.13785784580568627,0.13785784580568627
0.024826142122654105,0.0020765880293076577,0.13669628813664048,0.11478937261182587,0.04755999081565676,0.11238032923546193,0.05303551911112159,0.05303551911112159,0.05303551911112159,0.007327170302945163,0.05303551911112159,0.003681571790995264,0.04034569513837649,0.053833873993558434,0.3801161470333163,0.04260057000786599,0.15862032578268792,0.05303551911112159,0.05303551911112159,0.05303551911112159
0.05475445570561632,0.12599379442227487,0.1035396746123265,0.3262832092532548,0.280152190672716,0.12988180197716304,0.31130466101286114,0.31130466101286114,0.31130466101286114,0.3022811545712383,0.31130466101286114,0.04602683583004463,0.32206636544324585,0.13494150139218153,0.05559326278919041,0.017051943198673314,0.15994168725800595,0.31130466101286114,0.31130466101286114,0.31130466101286114
0.03240602130903003,0.032895659241988895,0.008768359458509956,0.027555217796906284,0.008726533511955736,0.0630901306375673,0.16867286818567884,0.16867286818567884,0.16867286818567884,0.16007769231740365,0.16867286818567884,0.015315149733410749,0.02421673606894892,0.1932374149130931,0.41726408323858344,0.06611208246766687,0.07228174058373327,0.16867286818567884,0.16867286818567884,0.16867286818567884
0.034056278984269106,0.10950457228708288,0.13890567648094887,0.02293727898770026,0.10983599901079,0.0029584393785517804,0.023784499967936412,0.023784499967936412,0.023784499967936412,0.04748573243265941,0.023784499967936412,0.11272103864947347,0.08988225624078261,0.15162197818762557,0.3270424412634112,0.08090683542093746,0.10397294791790035,0.023784499967936412,0.023784499967936412,0.023784499967936412
0.13889386285533512,0.1358213307220657,0.06096267132555422,0.05748490392481376,0.025179180310185068,0.08375862233978904,0.08939309653106786,0.08939309653106786,0.08939309653106786,0.06740042056851969,0.08939309653106786,0.10337606385265641,0.10191545692885562,0.11981875094769379,0.3024460868629557,0.046232824665726646,0.10412380332826743,0.08939309653106786,0.08939309653106786,0.08939309653106786
0.0020328746844811008,0.062023312161826105,0.03991294385724853,0.010327947523651737,0.08680077078099213,0.22978928117790254,0.14730528399113485,0.14730528399113485,0.14730528399113485,0.11335105032379467,0.14730528399113485,0.05076408427536716,0.03970028588400876,0.016373489916291284,0.3455234153004634,0.05669342773960295,0.07201468129771538,0.14730528399113485,0.14730528399113485,0.14730528399113485
0.07947179455874664,0.17215501731671612,0.02660675398505763,0.04097703918944884,0.2579800938539485,0.05845243358080765,0.26140329065637946,0.26140329065637946,0.26140329065637946,0.2698922962907888,0.26140329065637946,0.13964125857731613,0.07518508640941146,0.062046608243635504,0.028613616928640617,0.028491411312603354,0.017911419334109446,0.26140329065637946,0.26140329065637946,0.26140329065637946
0.006497387789225151,0.014764615156315664,0.05657863447763667,0.10352132458102581,0.048959193979070115,0.06860714385182387,0.04406710206585451,0.04406710206585451,0.04406710206585451,0.015712174119832945,0.04406710206585451,0.045274473788333935,0.17325895472192254,0.021866141678900775,0.21722843347940302,0.005489410521443361,0.003172979133002407,0.04406710206585451,0.04406710206585451,0.04406710206585451
0.021936582648411473,0.08204068413197962,0.08522257027405722,0.06095405029260892,0.02030161129056296,0.2398194501752977,0.09422859045807819,0.09422859045807819,0.09422859045807819,0.05989709433566759,0.09422859045807819,0.10946093324092221,0.06968756747641791,0.041750552426053744,0.19152297811826813,0.027846830436682346,0.12038805026221766,0.09422859045807819,0.09422859045807819,0.09422859045807819
0.2178322736581313,0.007933588088733678,0.08002611438966323,0.014281003764597955,0.09828658632546095,0.13089923376434154,0.13727352680714855,0.13727352680714855,0.13727352680714855,0.16934672927443373,0.13727352680714855,0.1991358647825585,0.04353745393716846,0.005954434036110179,0.27440252657107855,0.015987045350477125,0.06053640953022654,0.13727352680714855,0.13727352680714855,0.13727352680714855
0.07616655608708367,0.21512658254965178,0.04267544228267184,0.11174382814591688,0.010926049308983998,0.20320435647901824,0.04962517845010961,0.04962517845010961,0.04962517845010961,0.0686697399836822,0.04962517845010961,0.12024365423515615,0.02701870891819791,0.025464351411932817,0.3054603431410081,0.07955606997938602,0.008410867420168167,0.04962517845010961,0.04962517845010961,0.04962517845010961
0.10601975574092926,0.24916919177181107,0.03911134867889121,0.1178285610768377,0.2137502834052487,0.11475660834203527,0.007981651404998402,0.007981651404998402,0.007981651404998402,0.05058313311698015,0.007981651404998402,0.013805008309154765,0.1218344841651069,0.15265359194521633,0.04372607641463411,0.06281763813746633,0.0065666125112127105,0.007981651404998402,0.007981651404998402,0.007981651404998402
0.15175617657638796,0.1412477163850152,0.028237635295450758,0.056523219027999616,0.10622891440098137,0.01136940499374628,0.00699939053984977,0.00699939053984977,0.00699939053984977,0.02773911471179069,0.00699939053984977,0.01457508821419573,0.05493209838883395,0.06601338826167602,0.280340912772596,0.15879028816124574,0.011351320010665411,0.00699939053984977,0.00699939053984977,0.00699939053984977
0.032857176161259716,0.15509908944544826,0.03931615559747481,0.08280507694188621,0.046278788782283975,0.012781628717834614,0.1841311756427988,0.1841311756427988,0.1841311756427988,0.12566491041172423,0.1841311756427988,0.12494036197470315,0.11120405624675467,0.13674243503987693,0.07927212600275002,0.041273212757329425,0.06513276169614546,0.1841311756427988,0.1841311756427988,0.1841311756427988
0.039618471519478504,0.22247738906197156,0.18535776026677642,0.1083002928506458,0.0344348916078836,0.14339448435387947,0.016747474821919184,0.016747474821919184,0.016747474821919184,0.009689066203910635,0.016747474821919184,0.1923302394354609,0.20327900108903219,0.055071391733721775,0.07236527770150047,0.08821153392564174,0.005486238590033388,0.016747474821919184,0.016747474821919184,0.016747474821919184
0.04636488136226369,0.039030131701261794,0.037956568567005355,0.05844414571467649,0.02047661015054647,0.09497722106275663,0.00750243501319936,0.00750243501319936,0.00750243501319936,0.09971812034081395,0.00750243501319936,0.020554864988260313,0.02640651499393165,0.058871528945829255,0.1646755085307463,0.0937610030986793,0.04551456124009867,0.00750243501319936,0.00750243501319936,0.00750243501319936
0.008014711840091948,0.028389294764856743,0.017599204931961765,0.020237395039071515,0.15738402357296621,0.04286838812817528,0.2423400994563485,0.2423400994563485,0.2423400994563485,0.22458468303694,0.2423400994563485,0.07594075113682042,0.06161861038692873,0.17263800605847024,0.11790771978937009,0.118283841349899,0.0458173831223494,0.2423400994563485,0.2423400994563485,0.2423400994563485
0.13886360986899415,0.09635594614370468,0.22444548404567133,0.054409827003446765,0.18001757176403732,0.054445483305023856,0.13488592812793687,0.13488592812793687,0.13488592812793687,0.14145421776090839,0.13488592812793687,0.058534053936583064,0.2061109795519691,0.20230117441257356,0.001184888052530475,0.142205920615611,0.029611222711620755,0.13488592812793687,0.13488592812793687,0.13488592812793687
